	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
41037	Canada/ON-S2372/2021	EPI_ISL_961453	Toronto Invasive Bacterial Diseases Network	McMaster University	Allison McGeer et al
41059	Canada/ON-S2446/2021	EPI_ISL_966312	Toronto Invasive Bacterial Diseases Network	McMaster University	Allison McGeer et al
41491	Canada/ON-SLB2861/2020	EPI_ISL_718105	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41493	Canada/ON-SLB3078/2020	EPI_ISL_717762	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41495	Canada/ON-SLB3080/2020	EPI_ISL_717764	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41497	Canada/ON-SLB3082/2020	EPI_ISL_717760	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41498	Canada/ON-SLB3086/2020	EPI_ISL_717750	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41506	Canada/ON-SLB3104/2020	EPI_ISL_717754	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41514	Canada/ON-SLB3119/2020	EPI_ISL_717736	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41518	Canada/ON-SLB3131/2020	EPI_ISL_717748	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41520	Canada/ON-SLB3139/2020	EPI_ISL_717733	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41524	Canada/ON-SLB3147/2020	EPI_ISL_717761	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41525	Canada/ON-SLB3148/2020	EPI_ISL_717763	Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
41765	Canada/ON-UHTC_0383/2020	EPI_ISL_698101	Unity Health Toronto	Ontario Institute for Cancer Research	Ramzi Fattouh et al
41788	Canada/ON-UHTC_0409/2020	EPI_ISL_698093	Unity Health Toronto	Ontario Institute for Cancer Research	Ramzi Fattouh et al
41913	Canada/QC-HGA-T33104232D/2020	EPI_ISL_890087	Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
42000	Canada/QC-HSE-0084063398/2020	EPI_ISL_890133	Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
42016	Canada/QC-HSE-0084066932/2020	EPI_ISL_890145	Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
42029	Canada/QC-HSE-0084071140/2020	EPI_ISL_890158	Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
44614	Canada/Qc-JUS-W010150699/2020	EPI_ISL_825711	Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
45115	Chile/RM-158079/2020	EPI_ISL_746685	Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
45185	Chile/RM-191841/2020	EPI_ISL_746750	Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
45189	Chile/RM-193052/2020	EPI_ISL_746753	Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
45839	Colombia/ATL-INS-06/2020	EPI_ISL_653757	Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al
46017	Colombia/GUR-49945/2020	EPI_ISL_941947	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA	Luz Helena Patiño et al
46196	Congo/Q001C093AG_2101-TM-r1-007/2020	EPI_ISL_912358	Fondation Congolaise pour la recherche medicale (FCRM), Francine Ntoumi	NGS Competence Center Tuebingen, Institut für Medizinische Mikrobiologie und Hygiene, Universitaetsklinikum Tübingen	Angel Angelov et al
46197	Congo/Q001C094AO_2101-TM-r1-008/2020	EPI_ISL_912359	Fondation Congolaise pour la recherche medicale (FCRM), Francine Ntoumi	NGS Competence Center Tuebingen, Institut für Medizinische Mikrobiologie und Hygiene, Universitaetsklinikum Tübingen	Angel Angelov et al
46201	Congo/Q001C098AM_2101-TM-r1-012/2020	EPI_ISL_912363	Fondation Congolaise pour la recherche medicale (FCRM), Francine Ntoumi	NGS Competence Center Tuebingen, Institut für Medizinische Mikrobiologie und Hygiene, Universitaetsklinikum Tübingen	Angel Angelov et al
46207	Congo/Q001C104A1_2101-TM-r1-018/2020	EPI_ISL_912369	Fondation Congolaise pour la recherche medicale (FCRM), Francine Ntoumi	NGS Competence Center Tuebingen, Institut für Medizinische Mikrobiologie und Hygiene, Universitaetsklinikum Tübingen	Angel Angelov et al
46218	Congo/Q001C117AW_2101-TM-r1-031/2021	EPI_ISL_912380	Fondation Congolaise pour la recherche medicale (FCRM), Francine Ntoumi	NGS Competence Center Tuebingen, Institut für Medizinische Mikrobiologie und Hygiene, Universitaetsklinikum Tübingen	Angel Angelov et al
46219	Congo/Q001C118A6_2101-TM-r1-032/2020	EPI_ISL_912381	Fondation Congolaise pour la recherche medicale (FCRM), Francine Ntoumi	NGS Competence Center Tuebingen, Institut für Medizinische Mikrobiologie und Hygiene, Universitaetsklinikum Tübingen	Angel Angelov et al
46464	CostaRica/INC-0227/2021	EPI_ISL_914833	LABORATORIO CLINICO LABIN	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
46926	CzechRepublic/NRL-10328/2020	EPI_ISL_660576	The National Institute of Public Health	State Veterinary Institute Prague	Nagy et al
47048	CzechRepublic/NRL_11158/2020	EPI_ISL_792701	The National Institute of Public Health	State Veterinary Institute Prague	Nagy et al
48371	Denmark/DCGC-10002/2020	EPI_ISL_669325	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
48392	Denmark/DCGC-10021/2020	EPI_ISL_669341	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
48476	Denmark/DCGC-10098/2020	EPI_ISL_669392	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
48679	Denmark/DCGC-10282/2020	EPI_ISL_669757	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
48805	Denmark/DCGC-10398/2020	EPI_ISL_669943	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
48833	Denmark/DCGC-10423/2020	EPI_ISL_669960	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
49100	Denmark/DCGC-10666/2020	EPI_ISL_669595	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
49391	Denmark/DCGC-10930/2020	EPI_ISL_670290	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
49418	Denmark/DCGC-10955/2020	EPI_ISL_670308	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
49443	Denmark/DCGC-10978/2020	EPI_ISL_669499	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
49514	Denmark/DCGC-11042/2020	EPI_ISL_670361	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
49811	Denmark/DCGC-11314/2020	EPI_ISL_670832	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
49858	Denmark/DCGC-11357/2020	EPI_ISL_670863	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
49901	Denmark/DCGC-11396/2020	EPI_ISL_670542	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
50667	Denmark/DCGC-12228/2020	EPI_ISL_682409	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
50698	Denmark/DCGC-12256/2020	EPI_ISL_682437	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
50767	Denmark/DCGC-12319/2020	EPI_ISL_682500	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
50788	Denmark/DCGC-12338/2020	EPI_ISL_682519	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
50795	Denmark/DCGC-12344/2020	EPI_ISL_682525	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
50823	Denmark/DCGC-12370/2020	EPI_ISL_682551	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
50883	Denmark/DCGC-12426/2020	EPI_ISL_682607	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
50943	Denmark/DCGC-12480/2020	EPI_ISL_682661	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51042	Denmark/DCGC-12570/2020	EPI_ISL_682751	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51098	Denmark/DCGC-12621/2020	EPI_ISL_682802	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51106	Denmark/DCGC-12629/2020	EPI_ISL_682810	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51171	Denmark/DCGC-12688/2020	EPI_ISL_682869	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51172	Denmark/DCGC-12689/2020	EPI_ISL_682870	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51183	Denmark/DCGC-12699/2020	EPI_ISL_682880	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51215	Denmark/DCGC-12728/2020	EPI_ISL_682909	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51331	Denmark/DCGC-12910/2020	EPI_ISL_712456	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51441	Denmark/DCGC-13010/2020	EPI_ISL_712526	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51513	Denmark/DCGC-13076/2020	EPI_ISL_712569	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51589	Denmark/DCGC-13145/2020	EPI_ISL_712614	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51620	Denmark/DCGC-13173/2020	EPI_ISL_712633	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51636	Denmark/DCGC-13188/2020	EPI_ISL_712638	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51852	Denmark/DCGC-13384/2020	EPI_ISL_712766	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
51883	Denmark/DCGC-13412/2020	EPI_ISL_712782	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
52204	Denmark/DCGC-13704/2020	EPI_ISL_712969	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
52205	Denmark/DCGC-13705/2020	EPI_ISL_712970	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
52244	Denmark/DCGC-13740/2020	EPI_ISL_712993	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
52417	Denmark/DCGC-13898/2020	EPI_ISL_713090	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
52456	Denmark/DCGC-13933/2020	EPI_ISL_711463	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
52645	Denmark/DCGC-14105/2020	EPI_ISL_711572	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
52656	Denmark/DCGC-14115/2020	EPI_ISL_711578	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
52699	Denmark/DCGC-14154/2020	EPI_ISL_711595	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
