	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
337932	Norway/4619/2020	EPI_ISL_635101	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337937	Norway/4628/2020	EPI_ISL_635193	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337938	Norway/4629/2020	EPI_ISL_708032	Ostfold Hospital Trust - Kalnes, Centre for Laboratory Medicine, Section for gene technology and infection serology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337943	Norway/4635/2020	EPI_ISL_635102	Akershus University Hospital, Department for Microbiology and Infectious Disease Control	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337954	Norway/4692/2020	EPI_ISL_775317	Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337994	Norway/4864/2020	EPI_ISL_775441	Innlandet Hospital Trust, Division Lillehammer, Department for Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
338173	Norway/5745/2020	EPI_ISL_708156	Vestfold Hospital, Toensberg Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
338179	Norway/5754/2020	EPI_ISL_775331	Vestfold Hospital, Toensberg Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
338324	Norway/6521/2020	EPI_ISL_775503	Vestfold Hospital, Toensberg Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
342585	Portugal/PT2014/2020	EPI_ISL_732233	Instituto Nacional de Saude (INSA) and Instituto Gulbenkian de Ciencia (IGC)	Instituto Nacional de Saude (INSA) and Instituto Gulbenkian de Ciencia (IGC)	Borges et al et al
342590	Portugal/PT2019/2020	EPI_ISL_732238	Instituto Nacional de Saude (INSA) and Instituto Gulbenkian de Ciencia (IGC)	Instituto Nacional de Saude (INSA) and Instituto Gulbenkian de Ciencia (IGC)	Borges et al et al
342630	Portugal/PT2059/2020	EPI_ISL_732273	Instituto Nacional de Saude (INSA) and Instituto Gulbenkian de Ciencia (IGC)	Instituto Nacional de Saude (INSA) and Instituto Gulbenkian de Ciencia (IGC)	Borges et al et al
342646	Portugal/PT2075/2020	EPI_ISL_732289	Instituto Nacional de Saude (INSA) and Instituto Gulbenkian de Ciencia (IGC)	Instituto Nacional de Saude (INSA) and Instituto Gulbenkian de Ciencia (IGC)	Borges et al et al
356442	Scotland/QEUH-95E486/2020	EPI_ISL_534424	NHSGGC West of Scotland Specialist Virology Centre / MRC-University of Glasgow Centre for Virus Research	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Ana da Silva Filipe et al
356598	Scotland/QEUH-96281A/2020	EPI_ISL_531753	NHSGGC West of Scotland Specialist Virology Centre / MRC-University of Glasgow Centre for Virus Research	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Ana da Silva Filipe et al
356767	Scotland/QEUH-96A997/2020	EPI_ISL_534650	NHSGGC West of Scotland Specialist Virology Centre / MRC-University of Glasgow Centre for Virus Research	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Ana da Silva Filipe et al
357086	Scotland/QEUH-96FD69/2020	EPI_ISL_568420	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
357151	Scotland/QEUH-98F60E/2020	EPI_ISL_568316	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
357152	Scotland/QEUH-98F61D/2020	EPI_ISL_539959	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
357180	Scotland/QEUH-98FAA8/2020	EPI_ISL_530370	NHSGGC West of Scotland Specialist Virology Centre / MRC-University of Glasgow Centre for Virus Research	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Ana da Silva Filipe et al
357272	Scotland/QEUH-998ABB/2020	EPI_ISL_568361	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
359180	Scotland/QEUH-A1F435/2020	EPI_ISL_587503	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
359803	Scotland/QEUH-A63924/2020	EPI_ISL_596165	Quadram Institute Bioscience	COVID-19 Genomics UK (COG-UK) Consortium	Dave J. Baker et al
360320	Scotland/QEUH-AD3FF0/2020	EPI_ISL_649697	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
362736	Singapore/1093/2020	EPI_ISL_596483	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
372208	Spain/CT-HUVH-80211/2020	EPI_ISL_825353	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Rercerca	Hospital Universitari Vall d'Hebron	Cristina Andrés et al
372868	Spain/CT-IBV-99012632/2020	EPI_ISL_949200	Departamento de Microbiología, CDB, Hospital Clínic, Barcelona	SeqCOVID-SPAIN consortium/IBV(CSIC)	Andrea Vergara et al
380431	Switzerland/AG-ETHZ-270120/2020	EPI_ISL_541410	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
381103	Switzerland/BE-ETHZ-240089/2020	EPI_ISL_523924	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
381115	Switzerland/BE-ETHZ-250122/2020	EPI_ISL_535630	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
381117	Switzerland/BE-ETHZ-260021/2020	EPI_ISL_539355	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
381131	Switzerland/BE-ETHZ-260094/2020	EPI_ISL_539414	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
381140	Switzerland/BE-ETHZ-260155/2020	EPI_ISL_539450	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
381163	Switzerland/BE-ETHZ-270117/2020	EPI_ISL_541431	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
381189	Switzerland/BE-ETHZ-280157/2020	EPI_ISL_560439	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
381203	Switzerland/BE-ETHZ-280246/2020	EPI_ISL_560453	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
381204	Switzerland/BE-ETHZ-280249/2020	EPI_ISL_560454	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
381927	Switzerland/BE-SNRCI-3747/2020	EPI_ISL_860740	Swiss National Reference Centre for Influenza	Swiss National Reference Centre for Influenza	Ana Rita Gonçalves Cabecinhas et al
382334	Switzerland/BL-ETHZ-250077/2020	EPI_ISL_535600	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
382348	Switzerland/BL-ETHZ-260044/2020	EPI_ISL_539374	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
382352	Switzerland/BL-ETHZ-260074/2020	EPI_ISL_539396	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
382358	Switzerland/BL-ETHZ-260115/2020	EPI_ISL_539424	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
382361	Switzerland/BL-ETHZ-260163/2020	EPI_ISL_539456	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
382393	Switzerland/BL-ETHZ-280215/2020	EPI_ISL_560467	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
383328	Switzerland/BS-42399744/2020	EPI_ISL_581969	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Madlen Stange et al
383663	Switzerland/BS-ETHZ-250129/2020	EPI_ISL_535636	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
383666	Switzerland/BS-ETHZ-250148/2020	EPI_ISL_535649	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
384419	Switzerland/BS-UHB-42515376/2020	EPI_ISL_931411	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
384487	Switzerland/BS-UHB-65264325/2020	EPI_ISL_931299	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
385632	Switzerland/GE-ETHZ-200042/2020	EPI_ISL_510728	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
385634	Switzerland/GE-ETHZ-210016/2020	EPI_ISL_510763	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
385637	Switzerland/GE-ETHZ-220055/2020	EPI_ISL_512026	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
385641	Switzerland/GE-ETHZ-240031/2020	EPI_ISL_523878	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
385644	Switzerland/GE-ETHZ-240058/2020	EPI_ISL_523898	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
385646	Switzerland/GE-ETHZ-240079/2020	EPI_ISL_523917	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
385648	Switzerland/GE-ETHZ-250127/2020	EPI_ISL_535635	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
385650	Switzerland/GE-ETHZ-260118/2020	EPI_ISL_539427	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
385959	Switzerland/GR-ETHZ-250146/2020	EPI_ISL_535648	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
385961	Switzerland/GR-ETHZ-260041/2020	EPI_ISL_539371	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
385963	Switzerland/GR-ETHZ-260121/2020	EPI_ISL_539428	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
386198	Switzerland/NE-ETHZ-350405/2020	EPI_ISL_728946	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
386883	Switzerland/SO-ETHZ-420329/2020	EPI_ISL_768186	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
387493	Switzerland/TI-ETHZ-240008/2020	EPI_ISL_523863	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387585	Switzerland/UR-ETHZ-250072/2020	EPI_ISL_535597	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387741	Switzerland/VD-ETHZ-220002/2020	EPI_ISL_511995	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387744	Switzerland/VD-ETHZ-220035/2020	EPI_ISL_512016	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387748	Switzerland/VD-ETHZ-230015/2020	EPI_ISL_516558	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387752	Switzerland/VD-ETHZ-230067/2020	EPI_ISL_516602	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387753	Switzerland/VD-ETHZ-230068/2020	EPI_ISL_516603	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387754	Switzerland/VD-ETHZ-240074/2020	EPI_ISL_523912	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387757	Switzerland/VD-ETHZ-250101/2020	EPI_ISL_535617	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387759	Switzerland/VD-ETHZ-250133/2020	EPI_ISL_535639	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387761	Switzerland/VD-ETHZ-250145/2020	EPI_ISL_535647	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387784	Switzerland/VD-ETHZ-260191/2020	EPI_ISL_539479	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387820	Switzerland/VD-ETHZ-270188/2020	EPI_ISL_541502	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387845	Switzerland/VD-ETHZ-280141/2020	EPI_ISL_560505	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387944	Switzerland/VD-ETHZ-310505/2020	EPI_ISL_603573	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
387999	Switzerland/VD-ETHZ-321421/2020	EPI_ISL_603659	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388053	Switzerland/VD-ETHZ-350210/2020	EPI_ISL_693858	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388351	Switzerland/VS-ETHZ-280214/2020	EPI_ISL_560537	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388352	Switzerland/VS-ETHZ-280217/2020	EPI_ISL_560538	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388361	Switzerland/VS-ETHZ-310378/2020	EPI_ISL_603452	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388364	Switzerland/VS-ETHZ-310493/2020	EPI_ISL_603563	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388370	Switzerland/VS-ETHZ-320196/2020	EPI_ISL_737826	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
388381	Switzerland/VS-ETHZ-320586/2020	EPI_ISL_737837	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
388394	Switzerland/VS-ETHZ-321479/2020	EPI_ISL_603691	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388395	Switzerland/VS-ETHZ-321482/2020	EPI_ISL_603694	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388400	Switzerland/VS-ETHZ-332175/2020	EPI_ISL_614950	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388735	Switzerland/ZH-ETHZ-240003/2020	EPI_ISL_523858	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388738	Switzerland/ZH-ETHZ-240007/2020	EPI_ISL_523862	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388782	Switzerland/ZH-ETHZ-260124/2020	EPI_ISL_539431	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
388799	Switzerland/ZH-ETHZ-270086/2020	EPI_ISL_541518	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
389849	Taiwan/CGMH-CGU-38/2020	EPI_ISL_956318	Laboratory Medicine	Department of Laboratory Medicine, Lin-Kou Chang Gung Memorial Hospital, Taoyuan, Taiwan	Kuo-Chien Tsao et al
486356	USA/WA-TB-c/2021	EPI_ISL_983870	TwinStrand Biosciences, Inc.	TwinStrand Biosciences, Inc.	Tan Li et al
501547	Wales/MILK-975CAF/2020	EPI_ISL_552740	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park et al
501655	Wales/MILK-9A53CF/2020	EPI_ISL_550019	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park et al
504645	Wales/PHWC-16A04F/2020	EPI_ISL_535191	Wales Specialist Virology Centre Sequencing lab: Pathogen Genomics Unit	COVID-19 Genomics UK (COG-UK) Consortium	Catherine Moore et al
504648	Wales/PHWC-16A07C/2020	EPI_ISL_535194	Wales Specialist Virology Centre Sequencing lab: Pathogen Genomics Unit	COVID-19 Genomics UK (COG-UK) Consortium	Catherine Moore et al
504667	Wales/PHWC-16A1B5/2020	EPI_ISL_535212	Wales Specialist Virology Centre Sequencing lab: Pathogen Genomics Unit	COVID-19 Genomics UK (COG-UK) Consortium	Catherine Moore et al
509395	Wales/PHWC-47CDE6/2020	EPI_ISL_586051	Wales Specialist Virology Centre Sequencing lab: Pathogen Genomics Unit	COVID-19 Genomics UK (COG-UK) Consortium	Catherine Moore et al
