	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
19507	Austria/CeMM2629/2021	EPI_ISL_934564	Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
19509	Austria/CeMM2631/2021	EPI_ISL_934566	Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
19529	Austria/CeMM2651/2020	EPI_ISL_934586	Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
19530	Austria/CeMM2652/2020	EPI_ISL_934587	Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
19533	Austria/CeMM2907/2021	EPI_ISL_934594	Austrian Agency for Health and Food Safety (AGES)	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
19539	Austria/CeMM2914/2021	EPI_ISL_934600	Austrian Agency for Health and Food Safety (AGES)	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
19541	Austria/CeMM2916/2021	EPI_ISL_934602	Austrian Agency for Health and Food Safety (AGES)	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
19544	Austria/CeMM2919/2021	EPI_ISL_934605	Austrian Agency for Health and Food Safety (AGES)	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
19635	Austria/MUW_1311515/2020	EPI_ISL_913067	Center for Virology	Center for Virology	Jeremy V. Camp et al
19637	Austria/MUW_1317980/2020	EPI_ISL_913094	Center for Virology	Center for Virology	Jeremy V. Camp et al
19645	Austria/MUW_1326322/2020	EPI_ISL_913090	Center for Virology	Center for Virology	Jeremy V. Camp et al
19647	Austria/MUW_1326338/2020	EPI_ISL_913071	Center for Virology	Center for Virology	Jeremy V. Camp et al
19654	Austria/MUW_1331986/2020	EPI_ISL_913096	Center for Virology	Center for Virology	Jeremy V. Camp et al
19657	Austria/MUW_1335920/2020	EPI_ISL_913098	Center for Virology	Center for Virology	Jeremy V. Camp et al
19658	Austria/MUW_1340608/2020	EPI_ISL_913088	Center for Virology	Center for Virology	Jeremy V. Camp et al
20664	Barbados/BRB50398/2020	EPI_ISL_977656	Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Building 36, First Floor Biochemistry Unit, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
20801	Belgium/55-2101-628/2021	EPI_ISL_871821	Jessa	Jessa	Brigitte Maes et al
20821	Belgium/AZDelta-2103-1078_S16/2021	EPI_ISL_913496	AZDelta	AZDelta	Geert Martens et al
20822	Belgium/AZDelta-2103-1772_S15/2021	EPI_ISL_913497	AZDelta	AZDelta	Geert Martens et al
20827	Belgium/AZDelta-2103-2335_S12/2021	EPI_ISL_913502	AZDelta	AZDelta	Geert Martens et al
20838	Belgium/AZDelta-2103-837_S17/2021	EPI_ISL_913513	AZDelta	AZDelta	Geert Martens et al
20840	Belgium/AZDelta-23022/2021	EPI_ISL_954778	AZDelta	AZDelta	Geert Martens et al
20850	Belgium/AZDelta02296-2105R/2021	EPI_ISL_954768	AZDelta	AZDelta	Geert Martens et al
20851	Belgium/AZDelta02416-2105R/2021	EPI_ISL_954769	AZDelta	AZDelta	Geert Martens et al
20865	Belgium/AZDelta04991-2105R/2021	EPI_ISL_961186	AZDelta	AZDelta	Geert Martens et al
20866	Belgium/AZDelta05035-2105R/2021	EPI_ISL_961187	AZDelta	AZDelta	Geert Martens et al
20875	Belgium/AZDelta06904-2105R/2021	EPI_ISL_961195	AZDelta	AZDelta	Geert Martens et al
20882	Belgium/AZDelta08024-2105R/2021	EPI_ISL_961201	AZDelta	AZDelta	Geert Martens et al
20883	Belgium/AZDelta08026-2105R/2021	EPI_ISL_961202	AZDelta	AZDelta	Geert Martens et al
20884	Belgium/AZDelta08178-2105R/2021	EPI_ISL_961203	AZDelta	AZDelta	Geert Martens et al
20887	Belgium/AZDelta10463-2102M/2021	EPI_ISL_954774	AZDelta	AZDelta	Geert Martens et al
20889	Belgium/AZDelta11567-2105R/2021	EPI_ISL_978835	AZDelta	AZDelta	Geert Martens et al
20897	Belgium/AZDelta13431-2105R/2021	EPI_ISL_978842	AZDelta	AZDelta	Geert Martens et al
20926	Belgium/AZDelta18479-2105R/2021	EPI_ISL_978872	AZDelta	AZDelta	Geert Martens et al
20930	Belgium/AZDelta19566-2105R/2021	EPI_ISL_978876	AZDelta	AZDelta	Geert Martens et al
20932	Belgium/AZDelta19662-2105R/2021	EPI_ISL_978789	AZDelta	AZDelta	Geert Martens et al
20956	Belgium/AZDelta2103-13035/2021	EPI_ISL_911400	AZDelta	AZDelta	Geert Martens et al
20995	Belgium/AZDelta210303616-01_S6/2021	EPI_ISL_911435	AZDelta	AZDelta	Geert Martens et al
21000	Belgium/AZDelta210305602-01_S11/2021	EPI_ISL_911436	AZDelta	AZDelta	Geert Martens et al
21001	Belgium/AZDelta210305712-01_S13/2021	EPI_ISL_911437	AZDelta	AZDelta	Geert Martens et al
21002	Belgium/AZDelta210305803-01_S12/2021	EPI_ISL_911438	AZDelta	AZDelta	Geert Martens et al
21006	Belgium/AZDelta2103133742021/2021	EPI_ISL_891250	AZ Delta	AZ Delta	Geert Martens et al
21007	Belgium/AZDelta210315855/2021	EPI_ISL_909953	AZ Delta	AZ Delta	Geert Martens et al
21008	Belgium/AZDelta2103161872021/2021	EPI_ISL_910011	AZ Delta	AZ Delta	Geert Martens et al
21016	Belgium/AZDelta22119-2105L/2021	EPI_ISL_978800	AZDelta	AZDelta	Geert Martens et al
21021	Belgium/AZDelta22515-2105R/2021	EPI_ISL_978805	AZDelta	AZDelta	Geert Martens et al
21032	Belgium/AZDelta23035-2105R/2021	EPI_ISL_978817	AZDelta	AZDelta	Geert Martens et al
21034	Belgium/AZDelta23307-2105R/2021	EPI_ISL_978819	AZDelta	AZDelta	Geert Martens et al
21040	Belgium/AZDelta23834-2105M/2021	EPI_ISL_978824	AZDelta	AZDelta	Geert Martens et al
21041	Belgium/AZDelta23835-2105M/2021	EPI_ISL_978825	AZDelta	AZDelta	Geert Martens et al
21047	Belgium/AZDelta24518-2105R/2021	EPI_ISL_978831	AZDelta	AZDelta	Geert Martens et al
21048	Belgium/AZDelta24533-2105R/2021	EPI_ISL_978832	AZDelta	AZDelta	Geert Martens et al
21049	Belgium/AZDelta24545-2105R/2021	EPI_ISL_978833	AZDelta	AZDelta	Geert Martens et al
21057	Belgium/AZDelta6-77977_S7/2021	EPI_ISL_913602	AZDelta	AZDelta	Geert Martens et al
21058	Belgium/AZDelta7-78269_S8/2021	EPI_ISL_913603	AZDelta	AZDelta	Geert Martens et al
21062	Belgium/AZKLINA121-002441/2021	EPI_ISL_981370	AZ Klina	AZ Klina	Dr. C. Vael et al
21063	Belgium/AZKLINA121-012105/2021	EPI_ISL_981371	AZ Klina	AZ Klina	Dr. C. Vael et al
21064	Belgium/AZKLINA121-012908/2021	EPI_ISL_981373	AZ Klina	AZ Klina	Dr. C. Vael et al
21065	Belgium/AZKLINA121-020574/2021	EPI_ISL_981376	AZ Klina	AZ Klina	Dr. C. Vael et al
21067	Belgium/AZKLINA121-023797/2021	EPI_ISL_981379	AZ Klina	AZ Klina	Dr. C. Vael et al
21214	Belgium/ITM-C5188/2020	EPI_ISL_582132	Antwerp University Hospital	Institute of Tropical Medicine	Philippe Selhorst et al
21279	Belgium/Jessa_11-2103-005242/2021	EPI_ISL_949078	Jessa	Jessa	Jessa_cmdLab et al
21294	Belgium/Jessa_11-2103-007730/2021	EPI_ISL_949157	Jessa	Jessa	Jessa_cmdLab et al
21296	Belgium/Jessa_11-2103-007870/2021	EPI_ISL_949130	Jessa	Jessa	Jessa_cmdLab et al
21299	Belgium/Jessa_11-2103-008261/2021	EPI_ISL_949133	Jessa	Jessa	Jessa_cmdLab et al
21306	Belgium/Jessa_11-2104-000912/2021	EPI_ISL_949158	Jessa	Jessa	Jessa_cmdLab et al
21308	Belgium/Jessa_11-2104-001194/2021	EPI_ISL_949159	Jessa	Jessa	Jessa_cmdLab et al
21311	Belgium/Jessa_11-2104-001356/2021	EPI_ISL_940568	Jessa	Jessa	Jessa_cmdLab et al
21331	Belgium/Jessa_11-2104-006472/2021	EPI_ISL_953464	Jessa	Jessa	Jessa_cmdLab et al
21332	Belgium/Jessa_11-2104-006478/2021	EPI_ISL_953437	Jessa	Jessa	Jessa_cmdLab et al
21343	Belgium/Jessa_11-2105-000692/2021	EPI_ISL_953439	Jessa	Jessa	Jessa_cmdLab et al
21377	Belgium/Jessa_55-2103-000078/2021	EPI_ISL_948994	Jessa	Jessa	Jessa_cmdLab et al
21452	Belgium/Jessa_55-2104-000539/2021	EPI_ISL_940593	Jessa	Jessa	Jessa_cmdLab et al
21456	Belgium/Jessa_55-2104-000626/2021	EPI_ISL_940597	Jessa	Jessa	Jessa_cmdLab et al
21458	Belgium/Jessa_55-2104-000691/2021	EPI_ISL_940599	Jessa	Jessa	Jessa_cmdLab et al
21460	Belgium/Jessa_55-2104-000776/2021	EPI_ISL_940601	Jessa	Jessa	Jessa_cmdLab et al
21465	Belgium/Jessa_55-2104-000852/2021	EPI_ISL_940605	Jessa	Jessa	Jessa_cmdLab et al
21470	Belgium/Jessa_55-2104-001041/2021	EPI_ISL_953455	Jessa	Jessa	Jessa_cmdLab et al
21472	Belgium/Jessa_55-2104-001128/2021	EPI_ISL_953457	Jessa	Jessa	Jessa_cmdLab et al
21490	Belgium/Jessa_55-2105-000088/2021	EPI_ISL_953487	Jessa	Jessa	Jessa_cmdLab et al
21771	Belgium/UGent-1078/2021	EPI_ISL_846575	Lab voor klinische biologie	Lab voor klinische biologie	Hannelore Hamerlinck et al
21778	Belgium/UGent-1092/2021	EPI_ISL_846580	Lab voor klinische biologie	Lab voor klinische biologie	Hannelore Hamerlinck et al
21779	Belgium/UGent-1094/2021	EPI_ISL_982237	Lab voor klinische biologie	Lab voor klinische biologie	Hannelore Hamerlinck et al
21780	Belgium/UGent-1095/2021	EPI_ISL_982238	Lab voor klinische biologie	Lab voor klinische biologie	Hannelore Hamerlinck et al
21821	Belgium/UGent-1186/2021	EPI_ISL_982270	Lab voor klinische biologie	Lab voor klinische biologie	Hannelore Hamerlinck et al
21822	Belgium/UGent-1188/2021	EPI_ISL_982271	Lab voor klinische biologie	Lab voor klinische biologie	Hannelore Hamerlinck et al
21823	Belgium/UGent-1189/2021	EPI_ISL_982272	Lab voor klinische biologie	Lab voor klinische biologie	Hannelore Hamerlinck et al
21879	Belgium/UGent-164/2020	EPI_ISL_634881	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21882	Belgium/UGent-168/2020	EPI_ISL_634884	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21883	Belgium/UGent-169/2020	EPI_ISL_634885	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21886	Belgium/UGent-171/2020	EPI_ISL_634887	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21887	Belgium/UGent-172/2020	EPI_ISL_634888	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21892	Belgium/UGent-181/2020	EPI_ISL_634892	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21893	Belgium/UGent-182/2020	EPI_ISL_634893	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21896	Belgium/UGent-189/2020	EPI_ISL_717574	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21899	Belgium/UGent-191/2020	EPI_ISL_717607	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21902	Belgium/UGent-194/2020	EPI_ISL_717609	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21912	Belgium/UGent-202/2020	EPI_ISL_717610	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21913	Belgium/UGent-203/2020	EPI_ISL_717611	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21915	Belgium/UGent-205/2020	EPI_ISL_717588	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21922	Belgium/UGent-211/2020	EPI_ISL_717612	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21924	Belgium/UGent-213/2020	EPI_ISL_717614	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21926	Belgium/UGent-215/2020	EPI_ISL_717615	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21927	Belgium/UGent-216/2020	EPI_ISL_717616	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21928	Belgium/UGent-217/2020	EPI_ISL_717617	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21930	Belgium/UGent-219/2020	EPI_ISL_717618	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21932	Belgium/UGent-220/2020	EPI_ISL_717619	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21955	Belgium/UGent-243/2020	EPI_ISL_717628	Lab voor klinische biologie	Onderzoeksgroep Virologie	Nick Vereecke et al
21966	Belgium/UGent-254/2020	EPI_ISL_717994	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
21967	Belgium/UGent-255/2020	EPI_ISL_717995	Lab voor klinische biologie	Onderzoeksgroep Virologie	Laurens Lambrechts et al
22522	Belgium/ULG-10408/2020	EPI_ISL_540575	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22526	Belgium/ULG-10412/2020	EPI_ISL_581579	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22575	Belgium/ULG-10461/2020	EPI_ISL_581632	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22584	Belgium/ULG-10470/2020	EPI_ISL_581640	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22585	Belgium/ULG-10471/2020	EPI_ISL_581641	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22600	Belgium/ULG-10486/2020	EPI_ISL_581650	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22602	Belgium/ULG-10488/2020	EPI_ISL_581651	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22604	Belgium/ULG-10490/2020	EPI_ISL_581653	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22606	Belgium/ULG-10492/2020	EPI_ISL_581654	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22607	Belgium/ULG-10493/2020	EPI_ISL_581655	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22610	Belgium/ULG-10496/2020	EPI_ISL_581658	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22615	Belgium/ULG-10501/2020	EPI_ISL_581663	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22616	Belgium/ULG-10502/2020	EPI_ISL_581664	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22617	Belgium/ULG-10503/2020	EPI_ISL_581665	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22621	Belgium/ULG-10507/2020	EPI_ISL_626256	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22625	Belgium/ULG-10511/2020	EPI_ISL_626285	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22626	Belgium/ULG-10512/2020	EPI_ISL_626307	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22629	Belgium/ULG-10515/2020	EPI_ISL_626331	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22632	Belgium/ULG-10518/2020	EPI_ISL_925364	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22633	Belgium/ULG-10519/2020	EPI_ISL_626293	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22634	Belgium/ULG-10520/2020	EPI_ISL_626263	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22636	Belgium/ULG-10522/2020	EPI_ISL_626287	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22637	Belgium/ULG-10523/2020	EPI_ISL_626258	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22638	Belgium/ULG-10524/2020	EPI_ISL_626313	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22642	Belgium/ULG-10528/2020	EPI_ISL_626288	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22648	Belgium/ULG-10534/2020	EPI_ISL_626310	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22649	Belgium/ULG-10535/2020	EPI_ISL_626314	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22650	Belgium/ULG-10536/2020	EPI_ISL_626284	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
22655	Belgium/ULG-10541/2020	EPI_ISL_626299	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
